document_id,title,topic,crop,agro_zone,text,origin,source_url,license
doc_pes_011,Termite damage in maize fields,pests,maize,semi_arid,"Termites attack maize roots and lower stems, building nests at the plant base, with damage worse under heavy water stress and more common on established plants than seedlings. Feeding weakens the plant, leading to lodging and, through damage to vascular tissue, wilting under water stress. Control focuses on avoiding continuous cultivation of the same land, practicing crop rotation, avoiding heaps of crop residue or manure that attract termites, and treating seed with insecticide, since chemical control of established colonies is difficult and should be a last resort.","Adamu, R.S., Okunade, S.O.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_012,Safe pesticide spraying practices,pests,general,general,"Safe pesticide spraying requires long-sleeved clothing, trousers, covered shoes, and eye protection, plus the correct nozzle type and flow rate for the target pest and chemical. Farmers should never spray against or across the wind, never spray in very windy or completely still conditions, never walk directly into a freshly sprayed field, and never smoke, eat, or drink during spraying. Unused crop protection product should never be left in an open container, and only reputable, properly labeled products should be purchased and used strictly according to label instructions.","Suleiman, I.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pes_013,First aid for pesticide poisoning,pests,general,general,"If pesticide poisoning is suspected, first move the affected person away from the contamination to a recovery position, then read the product label for specific first aid guidance. Wash the eyes and skin with available water, remove contaminated clothing, and give artificial respiration if breathing is poor; do not induce vomiting unless the label specifically recommends it. Medical attention should be sought immediately in every suspected poisoning case, staying calm throughout so the response is not delayed.","Suleiman, I.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_liv_004,Dry-season stover and fodder feeding rates,livestock,livestock,semi_arid,"During the dry season, sheep and goats should be offered about one kilogram per animal per day of chopped cereal stover plus two hundred to three hundred grams of legume fodder, supplemented with grain byproducts such as wheat, maize, millet, sorghum, or soybean bran when affordable. Cattle need about two to three percent of body weight per day, fed as a cereal-legume mixture in a two-to-one ratio and supplemented with grain byproducts where available. Confining animals to feed stored residues at the onset of the dry season, rather than relying on free grazing, helps maintain live weight through the feed-scarce period.","Musa, A., Tanko, R.J.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_liv_005,Benefits of integrating crops and livestock,livestock,livestock,semi_arid,"Integrating crop and livestock production lets legume and cereal residues be converted into animal feed while manure returns fertility to the farmland, reducing dependence on inorganic fertiliser and helping control erosion. Confined, better-fed animals are easier to monitor for health, show improved fertility, and are more secure from theft or loss than free-grazing stock. The approach also diversifies farm income across grain, fodder, meat, and milk, and generates rural employment that can reduce youth migration away from farming areas.","Musa, A., Tanko, R.J.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pos_012,PICS triple-bagging for cowpea storage,post_harvest,beans,semi_arid,"The Purdue Improved Cowpea Storage (PICS) method uses three nested polyethylene bags, each about eighty microns thick, to create an airtight seal that starves storage bruchids of oxygen without any chemicals. Cowpea must be thoroughly sun-dried and cooled before filling the innermost bag nearly to capacity, rocking the bags to remove air pockets, then tightly tying off each of the three bags in sequence. Sealed bags should stay closed for at least two months, and once opened, the required quantity should be removed quickly and the bag re-sealed promptly to prevent bruchids from re-infesting the grain.","Adamu, R.S., Ajeigbe, H.A.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pos_013,Mineral and oil protectants for stored cowpea,post_harvest,beans,semi_arid,"Where hermetic bags are unavailable, cowpea in storage can be protected from bruchids using low-cost minerals: one kilogram of fine sand mixed with ten kilograms of cowpea seed, or one kilogram of wood ash mixed with forty kilograms of seed. Vegetable oils also provide roughly three months of protection, applied at five millilitres of groundnut oil or three millilitres of neem seed oil per kilogram of cowpea seed. These low-cost, non-chemical methods are useful where hermetic storage bags are not accessible to farmers.","Adamu, R.S., Ajeigbe, H.A.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pos_014,Recognizing and preventing mold in stored grain,post_harvest,general,general,"Mold in stored cowpea and cereal grain is harder to spot than insect or rodent damage, but it breaks down grain tissue, causes bad taste and odor, reduces seed germination, and can produce mycotoxins that harm the liver, kidney, brain, or skin of people and animals who eat contaminated grain. Mold thrives in warm, humid conditions, so proper sun-drying before storage is the single best prevention, along with keeping stored grain dry, well-ventilated, and off damp surfaces. Regularly inspecting sacks by hand and looking for discoloration, texture change, or fungal growth helps catch mold problems early.","Adamu, R.S., Ajeigbe, H.A.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_pos_015,Rodent management in grain stores,post_harvest,general,general,"Rodents damage stored grain by eating it directly, contaminating it with droppings, and gnawing holes in storage sacks, while also carrying diseases harmful to people. Management combines trapping, rodenticides such as fast-acting zinc phosphide bait or slower-acting anticoagulants like warfarin, and biological or physical control such as keeping cats and sealing structural gaps that let rodents enter. Every storage facility should be checked for cracks and holes before use and repaired promptly, since access points are the main way rodents reach stored grain.","Adamu, R.S., Ajeigbe, H.A.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_fer_004,Manure and NPK basal dose for cowpea,fertiliser,beans,semi_arid,"Cowpea fixes its own nitrogen through a symbiotic relationship with soil rhizobium bacteria, so it performs well even under low-nitrogen conditions and rarely needs seed inoculation in Nigeria, where the bacteria are already widespread. A starter rate of about fifteen kilograms of nitrogen per hectare can help early growth on very poor soils, but excess nitrogen promotes excess leafy growth, delays maturity, and can suppress the plant's own nitrogen fixation. The recommended base fertility program is at least one tonne per hectare of animal manure plus one hundred kilograms per hectare of NPK 15-15-15 (or single super phosphate), broadcast and worked into the soil before planting.","Boukar, O., Ajeigbe, H.A.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
doc_fer_005,Cowpea spacing and seed rate,fertiliser,beans,semi_arid,"Recommended cowpea spacing for improved varieties is seventy-five centimetres between rows and twenty centimetres within rows, narrowing to fifty centimetres between rows for early and extra-early maturing types. Three seeds are sown per hill and thinned to two plants per hill about two weeks after sowing, though thinning is optional if labour cost is a concern. About twenty to twenty-five kilograms of seed is needed to plant one hectare as a sole crop, and cowpea should only be planted after a good rain of fifteen millimetres or more, since dry planting risks poor germination.","Boukar, O., Ajeigbe, H.A.. In: Ajeigbe H.A., Mohammed S.G., Adeosun J.O., Ihedioha D. (eds.) 2010. Farmers' Guide to Increased Productivity of Improved Legume-Cereal Cropping Systems in the Savannas of Nigeria. IITA, Ibadan, Nigeria.",https://biblio.iita.org/documents/U10ManFarmersAjeigbeNothomDev.pdf-19b066d7456bd23a491c9559fd70c962.pdf,IITA (all rights reserved; reproduce with permission)
